id,surah,ayat,juz,tema,teks_terjemah_2019,no_footnote,teks_footnote
3358,29,18,20,Nasihat Nabi Ibrahim kepada Kaumnya,"Jika kamu mendustakan (ajaran Allah), sungguh umat-umat sebelum kamu juga telah mendustakan (para rasul). Kewajiban rasul itu hanyalah menyampaikan (agama Allah) dengan jelas.”",,
3359,29,19,20,Dalil tentang Adanya Kehidupan setelah Mati,"Apakah mereka tidak memperhatikan bagaimana Allah memulai penciptaan (makhluk), kemudian mengembalikannya (menghidupkannya lagi)? Sesungguhnya yang demikian itu mudah bagi Allah.",,
3360,29,20,20,Dalil tentang Adanya Kehidupan setelah Mati,"Katakanlah, “Berjalanlah di (muka) bumi, lalu perhatikanlah bagaimana Allah memulai penciptaan (semua makhluk). Kemudian, Allah membuat kejadian yang akhir (setelah mati di akhirat kelak). Sesungguhnya Allah Maha Kuasa atas segala sesuatu.",,
3361,29,21,20,Dalil tentang Adanya Kehidupan setelah Mati,Dia (Allah) akan mengazab siapa yang Dia kehendaki dan merahmati siapa yang Dia kehendaki. Kepada-Nyalah kamu akan dikembalikan.,,
3362,29,22,20,Dalil tentang Adanya Kehidupan setelah Mati,Kamu sama sekali tidak dapat melepaskan diri (dari azab Allah) di bumi dan di langit. Tidak ada pula pelindung dan penolong bagimu selain Allah.”,,
3363,29,23,20,Dalil tentang Adanya Kehidupan setelah Mati,"Orang-orang yang kufur terhadap ayat-ayat Allah dan pertemuan dengan-Nya, mereka itu berputus asa dari rahmat-Ku dan mereka itu akan mendapat azab yang pedih.",,
3364,29,24,20,Nabi Ibrahim Diselamatkan dari Panas Api,"Maka, tidak ada jawaban kaumnya (Ibrahim), selain mengatakan, “Bunuhlah atau bakarlah dia!” Lalu, Allah menyelamatkannya dari api. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kekuasaan Allah) bagi kaum yang beriman.",,
3365,29,25,20,Nabi Ibrahim Diselamatkan dari Panas Api,"Dia (Ibrahim) berkata, “Sesungguhnya apa yang kamu sembah selain Allah berupa berhala-berhala hanyalah untuk menciptakan hubungan harmonis di antara kamu dalam kehidupan dunia. Kemudian, pada hari Kiamat sebagian kamu akan saling mengingkari dan saling mengutuk. Tempat kembalimu adalah neraka dan sama sekali tidak ada penolong bagimu.”",,
3366,29,26,20,Nabi Ibrahim Diselamatkan dari Panas Api,"Maka, Lut membenarkan (kenabian Ibrahim). Dia (Ibrahim) pun berkata, “Sesungguhnya aku berhijrah ke (tempat yang diperintahkan) Tuhanku. Sesungguhnya Dialah Yang Maha Perkasa lagi Maha Bijaksana.”",,
3367,29,27,20,Nabi Ibrahim Diselamatkan dari Panas Api,Kami anugerahkan kepadanya (Ibrahim) Ishaq dan Ya‘qub. Kami jadikan pada keturunannya kenabian dan kitab serta Kami berikan kepadanya balasan di dunia. Sesungguhnya di akhirat dia benar-benar termasuk orang-orang saleh.,571,"571) Balasan yang dimaksud pada ayat ini adalah memberikan anak cucu yang baik, kenabian kepada keturunannya, dan pujian."
3368,29,28,20,Dakwah Lut kepada Kaumnya,"(Ingatlah) ketika Lut berkata kepada kaumnya, “Sesungguhnya kamu benar-benar melakukan perbuatan yang sangat keji (homoseksual) yang tidak pernah dilakukan oleh seorang pun sebelum kamu di alam semesta. ",,
3369,29,29,20,Dakwah Lut kepada Kaumnya,"Pantaskah kamu mendatangi laki-laki (untuk melampiaskan syahwat), menyamun, dan mengerjakan kemungkaran di tempat-tempat pertemuanmu?” Maka, jawaban kaumnya tidak lain hanyalah mengatakan, “Datangkanlah kepada kami azab Allah jika engkau termasuk orang-orang benar!” ",572,572) Sebagian mufasir mengartikan taqṭa‘ūnas-sabīl dengan ‘melakukan perbuatan keji terhadap orang-orang yang dalam perjalanan’ karena sebagian besar mereka melakukan homoseks itu dengan tamu-tamu yang datang ke kampung mereka. Ada lagi yang mengartikannya dengan ‘memutus jalur keturunan’ karena mereka berbuat homoseks.
3370,29,30,20,Dakwah Lut kepada Kaumnya,"Dia (Lut) berdoa, “Ya Tuhanku, tolonglah aku (dengan menimpakan azab) atas kaum yang berbuat kerusakan itu.” ",,
3371,29,31,20,Azab yang Dikabarkan Malaikat Akan Ditimpakan kepada Kaum Lut,"Ketika utusan-utusan Kami (para malaikat) datang kepada Ibrahim membawa kabar gembira, mereka berkata, “Sesungguhnya kami akan membinasakan penduduk negeri ini. Sesungguhnya mereka adalah orang-orang zalim.” ",573,573) Kabar gembira yang dimaksud adalah bahwa Nabi Ibrahim a.s. akan mendapatkan putra.
3372,29,32,20,Azab yang Dikabarkan Malaikat Akan Ditimpakan kepada Kaum Lut,"Dia (Ibrahim) berkata, “Sesungguhnya di kota itu ada Lut.” Mereka berkata, “Kami lebih tahu siapa yang ada di kota itu. Kami pasti akan menyelamatkan dia dan pengikut-pengikutnya, kecuali istrinya. Dia termasuk (orang-orang kafir) yang tertinggal.” ",,
3373,29,33,20,Azab yang Dikabarkan Malaikat Akan Ditimpakan kepada Kaum Lut,"Ketika para utusan Kami datang kepada Lut, ia sedih karena (kedatangan) mereka dan merasa tidak mempunyai kekuatan untuk melindunginya. Mereka pun berkata, “Janganlah takut dan jangan sedih. Sesungguhnya kami akan menyelamatkan kamu dan pengikut-pengikutmu, kecuali istrimu. Dia termasuk (orang-orang kafir) yang tertinggal.” ",574,"574) Nabi Lut a.s. merasa sedih akan kedatangan utusan-utusan Allah Swt. itu karena mereka adalah pemuda yang rupawan, sedangkan kaum Lut sangat menyukai pemuda-pemuda yang rupawan untuk diajak melakukan homoseks. Dia merasa tidak sanggup melindungi mereka jika ada gangguan dari kaumnya."
3374,29,34,20,Azab yang Dikabarkan Malaikat Akan Ditimpakan kepada Kaum Lut,Sesungguhnya Kami akan menurunkan suatu azab dari langit kepada penduduk negeri ini karena mereka selalu berbuat fasik.,,
3375,29,35,20,Azab yang Dikabarkan Malaikat Akan Ditimpakan kepada Kaum Lut,"Sungguh, benar-benar telah Kami tinggalkan darinya suatu tanda yang nyata bagi kaum yang berpikir.",575,"575) Tanda yang nyata adalah bekas-bekas reruntuhan kota Sodom, negeri kaum Nabi Lut a.s."
3376,29,36,20,Azab yang Ditimpakan kepada Penduduk Madyan,"Kepada penduduk Madyan (Kami utus) saudara mereka, (yaitu) Syuʻaib. Dia berkata, “Wahai kaumku, sembahlah Allah, harapkanlah (pahala) hari akhir, dan janganlah berkeliaran di bumi untuk berbuat kerusakan.” ",,
3377,29,37,20,Azab yang Ditimpakan kepada Penduduk Madyan,"Mereka mendustakannya. Maka, gempa dahsyat menimpa mereka. Lalu, jadilah mereka (mayat-mayat yang) bergelimpangan di tempat tinggalnya.",,
3378,29,38,20,Kehancuran Kaum yang Mendustakan Para Rasul,"Juga (ingatlah kaum) ‘Ad dan Samud. Sungguh telah nyata bagi kamu (kehancuran mereka) dari (puing-puing) tempat tinggal mereka. Setan menjadikan terasa indah perbuatan (buruk) mereka, sehingga menghalangi mereka dari jalan (Allah), sedangkan mereka dahulu adalah orang-orang yang berpandangan tajam, ",,
3379,29,39,20,Kehancuran Kaum yang Mendustakan Para Rasul,"dan (juga) Qarun, Fir‘aun, dan Haman. Sungguh, benar-benar telah datang kepada mereka Musa dengan (membawa) keterangan-keterangan yang nyata. Tetapi mereka berlaku sombong di bumi, dan mereka orang-orang yang tidak luput (dari azab Allah).",,
3380,29,40,20,Kehancuran Kaum yang Mendustakan Para Rasul,"Masing-masing (dari mereka) Kami azab karena dosanya. Di antara mereka ada yang Kami timpakan angin kencang (yang mengandung) batu kerikil, ada yang ditimpa suara keras yang mengguntur, ada yang Kami benamkan ke dalam bumi, dan ada pula yang Kami tenggelamkan. Tidaklah Allah menzalimi mereka, tetapi merekalah yang menzalimi dirinya sendiri. ",,
3381,29,41,20,Kehancuran Kaum yang Mendustakan Para Rasul,"Perumpamaan orang-orang yang menjadikan selain Allah sebagai pelindung adalah seperti laba-laba betina yang membuat rumah. Sesungguhnya rumah yang paling lemah ialah rumah laba-laba. Jika mereka tahu, (niscaya tidak akan menyembahnya). ",576,576) Lihat catatan kaki surah Āli ‘Imrān (3): 28.
3382,29,42,20,Kehancuran Kaum yang Mendustakan Para Rasul,Sesungguhnya Allah mengetahui apa saja yang mereka sembah selain Dia. Dialah Yang Maha Perkasa lagi Maha Bijaksana.,,
3383,29,43,20,Kehancuran Kaum yang Mendustakan Para Rasul,"Perumpamaan-perumpamaan itu Kami buat untuk manusia. Namun, tidak ada yang memahaminya, kecuali orang-orang yang berilmu. ",,
3384,29,44,20,Kehancuran Kaum yang Mendustakan Para Rasul,Allah menciptakan langit dan bumi dengan hak. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda (kebesaran Allah) bagi orang-orang mukmin.,577,"577) Allah Swt. menciptakan semua yang disebutkan itu bukan dengan percuma, melainkan dengan penuh hikmah."
3385,29,45,21,Kehancuran Kaum yang Mendustakan Para Rasul,"Bacalah (Nabi Muhammad) Kitab (Al-Qur’an) yang telah diwahyukan kepadamu dan tegakkanlah salat. Sesungguhnya salat itu mencegah dari (perbuatan) keji dan mungkar. Sungguh, mengingat Allah (salat) itu lebih besar (keutamaannya daripada ibadah yang lain). Allah mengetahui apa yang kamu kerjakan. ",,
3386,29,46,21,Etika Berdebat dengan Ahlulkitab,"Janganlah kamu mendebat Ahlulkitab melainkan dengan cara yang lebih baik, kecuali terhadap orang-orang yang berbuat zalim di antara mereka. Katakanlah, “Kami beriman pada (kitab) yang diturunkan kepada kami dan yang diturunkan kepadamu. Tuhan kami dan Tuhanmu adalah satu. Hanya kepada-Nya kami berserah diri.”",,
3387,29,47,21,Etika Berdebat dengan Ahlulkitab,"Demikianlah Kami turunkan Kitab (Al-Qur’an) kepadamu. Adapun orang-orang yang telah Kami berikan Kitab (Taurat dan Injil), mereka beriman kepadanya (Al-Qur’an). Di antara mereka (orang-orang kafir Makkah), ada (pula) yang beriman kepadanya. Tidaklah mengingkari ayat-ayat Kami, kecuali orang-orang kafir. ",,
3388,29,48,21,Etika Berdebat dengan Ahlulkitab,"Engkau (Nabi Muhammad) tidak pernah membaca suatu kitab pun sebelumnya (Al-Qur’an) dan tidak (pula) menuliskannya dengan tangan kananmu. Sekiranya (engkau pernah membaca dan menulis,) niscaya orang-orang yang mengingkarinya ragu (bahwa ia dari Allah). ",,
3389,29,49,21,Etika Berdebat dengan Ahlulkitab,"Sebenarnya, ia (Al-Qur’an) adalah ayat-ayat yang jelas di dalam dada orang-orang yang berilmu. Tidaklah mengingkari ayat-ayat Kami, kecuali orang-orang zalim.",,
3390,29,50,21,Sikap Kaum Kafir Makkah terhadap Risalah Nabi Muhammad,"Mereka (orang-orang kafir) berkata, “Mengapa tidak diturunkan kepadanya bukti-bukti (mukjizat) dari Tuhannya?” Katakanlah (Nabi Muhammad), “Bukti-bukti (mukjizat) itu hanya ada di sisi Allah, sedangkan aku hanyalah pemberi peringatan yang jelas.”",,
3391,29,51,21,Sikap Kaum Kafir Makkah terhadap Risalah Nabi Muhammad,Tidak cukupkah bagi mereka bahwa Kami menurunkan Kitab (Al-Qur’an) kepadamu yang dibacakan kepada mereka? Sesungguhnya di dalam (Al-Qur’an) itu benar-benar terdapat rahmat dan pelajaran bagi orang-orang yang beriman.,,
3392,29,52,21,Sikap Kaum Kafir Makkah terhadap Risalah Nabi Muhammad,"Katakanlah (Nabi Muhammad), “Cukuplah Allah menjadi saksi antara aku dan kamu. Dia mengetahui apa yang ada di langit dan di bumi. Orang-orang yang memercayai kebatilan dan kufur kepada Allah, mereka itulah orang-orang yang rugi.” ",,
3393,29,53,21,Sikap Kaum Kafir Makkah terhadap Risalah Nabi Muhammad,"Mereka minta agar engkau menyegerakan (datangnya) azab. Kalau bukan karena waktunya telah ditetapkan, niscaya azab datang kepada mereka. (Azab itu) benar-benar akan datang kepada mereka dengan tiba-tiba, sedangkan mereka tidak menyadarinya. ",,
3394,29,54,21,Sikap Kaum Kafir Makkah terhadap Risalah Nabi Muhammad,Mereka minta agar engkau menyegerakan (turunnya) azab. Sesungguhnya (neraka) Jahanam benar-benar meliputi orang-orang kafir,,
3395,29,55,21,Sikap Kaum Kafir Makkah terhadap Risalah Nabi Muhammad,"pada hari (ketika) azab menutupi mereka dari atas dan dari bawah kakinya. (Allah) berfirman, “Rasakanlah (balasan) apa yang selama ini kamu kerjakan!”",,
3396,29,56,21,Perintah Hijrah,"Wahai hamba-hamba-Ku yang beriman, sesungguhnya bumi-Ku itu luas, maka menyembahlah hanya kepada-Ku. ",,
3397,29,57,21,Perintah Hijrah,"Setiap yang bernyawa pasti akan merasakan kematian. Kemudian, hanya kepada Kami kamu dikembalikan. ",,
3398,29,58,21,Perintah Hijrah,Orang-orang yang beriman dan beramal saleh benar-benar akan Kami tempatkan mereka pada tempat tinggal yang mulia di dalam surga. Mengalir di bawahnya sungai-sungai (dan) mereka kekal di dalamnya. Itulah sebaik-baik balasan bagi orang-orang yang beramal (saleh).,,
3399,29,59,21,Perintah Hijrah,(Yaitu) orang-orang yang bersabar dan bertawakal kepada Tuhannya.,,
3400,29,60,21,Perintah Hijrah,Betapa banyak hewan bergerak yang tidak dapat mengusahakan rezekinya sendiri. Allahlah yang memberi rezeki kepadanya dan kepadamu. Dia Maha Mendengar lagi Maha Mengetahui.,,
3401,29,61,21,Pengakuan Orang Kafir terhadap Allah sebagai Pencipta,"Jika engkau bertanya kepada mereka, “Siapakah yang menciptakan langit dan bumi serta menundukkan matahari dan bulan,” pasti mereka akan menjawab, “Allah.” Maka, mengapa mereka bisa dipalingkan? ",,
3402,29,62,21,Pengakuan Orang Kafir terhadap Allah sebagai Pencipta,Allah melapangkan rezeki bagi orang yang Dia kehendaki di antara hamba-hamba-Nya dan Dia (pula) yang menyempitkan (rezeki) baginya. Sesungguhnya Allah Maha Mengetahui segala sesuatu.,,
3403,29,63,21,Pengakuan Orang Kafir terhadap Allah sebagai Pencipta,"Jika engkau bertanya kepada mereka, “Siapakah yang menurunkan air dari langit, lalu dengan (air) itu menghidupkan bumi setelah mati,” pasti mereka akan menjawab, “Allah.” Katakanlah, “Segala puji bagi Allah.” Akan tetapi, kebanyakan mereka tidak mengerti. ",,
3404,29,64,21,Karakter Kehidupan Dunia dan Sikap Orang Kafir,Kehidupan dunia ini tidak lain hanyalah senda gurau dan permainan. Sesungguhnya negeri akhirat itulah kehidupan yang sebenarnya seandainya mereka mengetahui.,,
3405,29,65,21,Karakter Kehidupan Dunia dan Sikap Orang Kafir,"Apabila naik ke dalam bahtera, mereka berdoa kepada Allah dengan penuh rasa pengabdian (ikhlas) kepada-Nya. Akan tetapi, ketika Dia (Allah) menyelamatkan mereka sampai ke darat, tiba-tiba mereka (kembali) mempersekutukan (Allah). ",,
3406,29,66,21,Karakter Kehidupan Dunia dan Sikap Orang Kafir,Biarkanlah mereka mengingkari nikmat yang telah Kami anugerahkan kepada mereka dan biarkanlah mereka (hidup) bersenang-senang (dalam kekafiran). Kelak mereka akan mengetahui (akibat perbuatannya).,,
3407,29,67,21,Karakter Kehidupan Dunia dan Sikap Orang Kafir,"Tidakkah mereka memperhatikan bahwa Kami telah menjadikan (negeri mereka) tanah suci yang aman, padahal manusia di sekitarnya sering mengalami penculikan? Mengapa (setelah nyata kebenaran) mereka masih percaya kepada yang batil dan ingkar kepada nikmat Allah?",,
3408,29,68,21,Karakter Kehidupan Dunia dan Sikap Orang Kafir,Siapakah yang lebih zalim daripada orang yang mengada-adakan kebohongan kepada Allah atau orang yang mendustakan kebenaran ketika (kebenaran) itu datang kepadanya? Bukankah dalam (neraka) Jahanam ada tempat bagi orang-orang kafir?,578,578) Salah satu bentuk mendustakan kebenaran adalah mendustakan kenabian Muhammad saw.
3409,29,69,21,Karakter Kehidupan Dunia dan Sikap Orang Kafir,Orang-orang yang berusaha dengan sungguh-sungguh untuk (mencari keridaan) Kami benar-benar akan Kami tunjukkan kepada mereka jalan-jalan Kami. Sesungguhnya Allah benar-benar bersama orang-orang yang berbuat kebaikan.,,
3410,30,1,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,Alif Lām Mīm.,,
3411,30,2,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,"Bangsa Romawi telah dikalahkan,",579,579) Maksudnya adalah bangsa Romawi Timur yang berpusat di Konstantinopel.
3412,30,3,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,di negeri yang terdekat dan mereka setelah kekalahannya itu akan menang,580.581,"580) Yakni dekat dari negeri Arab, yaitu Suriah dan Palestina.
581) Bangsa Romawi (pada saat ayat ini diturunkan) adalah suatu bangsa yang beragama Nasrani yang memiliki Kitab Suci, sedangkan bangsa Persia yang beragama Majusi menyembah api dan berhala (musyrik). Ketika tersiar berita kekalahan bangsa Romawi oleh bangsa Persia, kaum musyrik Makkah menyambutnya dengan penuh gembira karena berpihak kepada kaum musyrik Persia. Sebaliknya, kaum muslim berduka cita karenanya. Ayat ini dan ayat berikutnya turun untuk menerangkan bahwa setelah kalah bangsa Romawi akan menang dalam masa beberapa tahun saja. Hal itu benar-benar terjadi. Beberapa tahun setelah itu, bangsa Romawi berbalik mengalahkan bangsa Persia. Dengan kejadian itu, nyatalah kebenaran Nabi Muhammad saw. sebagai nabi dan rasul serta kebenaran Al-Qur’an sebagai firman Allah Swt."
3413,30,4,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,dalam beberapa tahun (lagi). Milik Allahlah urusan sebelum dan setelah (mereka menang). Pada hari (kemenangan bangsa Romawi) itu bergembiralah orang-orang mukmin,582,582) Kata biḍ‘ menunjukkan bilangan antara tiga sampai sembilan. Waktu antara kekalahan bangsa Romawi (tahun 614‒615) dan kemenangannya (tahun 622 M) adalah sekitar tujuh tahun.
3414,30,5,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,karena pertolongan Allah. Dia menolong siapa yang Dia kehendaki. Dia Maha Perkasa lagi Maha Penyayang.,,
3415,30,6,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,"(Itulah) janji Allah. Allah tidak akan menyalahi janji-Nya, tetapi kebanyakan manusia tidak mengetahui. ",,
3416,30,7,21,Bukti Kemukjizatan Al-Qur’an tentang Prediksi Masa Mendatang,"Mereka mengetahui yang lahir (tampak) dari kehidupan dunia, sedangkan terhadap (kehidupan) akhirat mereka lalai. ",,
3417,30,8,21,Perintah untuk Memikirkan Ciptaan Allah,"Apakah mereka tidak berpikir tentang (kejadian) dirinya? Allah tidak menciptakan langit, bumi, dan apa yang ada di antara keduanya, kecuali dengan benar dan waktu yang ditentukan. Sesungguhnya banyak di antara manusia benar-benar mengingkari pertemuan dengan Tuhannya. ",,
3418,30,9,21,Perintah untuk Memikirkan Ciptaan Allah,"Tidakkah mereka bepergian di bumi lalu melihat bagaimana kesudahan orang-orang sebelum mereka (yang mendustakan rasul)? Orang-orang itu lebih kuat dari mereka (sendiri) dan mereka telah mengolah bumi (tanah) serta memakmurkannya melebihi apa yang telah mereka makmurkan. Para rasul telah datang kepada mereka dengan membawa bukti-bukti yang jelas. Allah sama sekali tidak menzalimi mereka, tetapi merekalah yang menzalimi dirinya sendiri. ",,
3419,30,10,21,Perintah untuk Memikirkan Ciptaan Allah,"Kemudian, kesudahan orang-orang yang berbuat jahat adalah (balasan) yang paling buruk karena mereka mendustakan ayat-ayat Allah dan selalu memperolok-olokkannya. ",,
3420,30,11,21,Perintah untuk Memikirkan Ciptaan Allah,"Allah memulai penciptaan (makhluk), kemudian mengembalikannya (menghidupkannya) lagi. Lalu, hanya kepada-Nya kamu dikembalikan.",,
3421,30,12,21,Perintah untuk Memikirkan Ciptaan Allah,"Pada hari (ketika) terjadi kiamat, para pendurhaka terdiam berputus asa. ",,
3422,30,13,21,Perintah untuk Memikirkan Ciptaan Allah,"Tidak mungkin ada pemberi syafaat (pertolongan) bagi mereka dari berhala-berhala yang mereka anggap sekutu Allah, bahkan mereka mengingkari berhala-berhalanya itu. ",583,"583) Menurut sebagian mufasir, ayat ini diartikan, ‘bahkan mereka menjadi kafir disebabkan oleh berhala-berhala.’"
3423,30,14,21,Perintah untuk Memikirkan Ciptaan Allah,"Pada hari (ketika) terjadi kiamat, pada hari itu, manusia terpecah-pecah (dalam kelompok). ",,
3424,30,15,21,Perintah untuk Memikirkan Ciptaan Allah,"Adapun orang-orang yang beriman dan beramal saleh, mereka bergembira di dalam taman (surga). ",,
3425,30,16,21,Perintah untuk Memikirkan Ciptaan Allah,"Adapun orang-orang yang kufur dan mendustakan ayat-ayat Kami serta (mengingkari) pertemuan (hari) Akhirat, mereka itu tetap berada di dalam azab (neraka). ",,
3426,30,17,21,Perintah untuk Memikirkan Ciptaan Allah,Bertasbihlah kepada Allah ketika kamu berada pada waktu senja dan waktu pagi.,,
3427,30,18,21,Perintah untuk Memikirkan Ciptaan Allah,"Segala puji hanya bagi-Nya di langit dan di bumi, pada waktu petang dan pada saat kamu berada pada waktu siang. ",584,"584) Menurut sebagian mufasir, maksud bertasbih pada ayat 17 adalah menegakkan salat karena di dalamnya terdapat bacaan tasbih. Ayat 17 dan 18 menerangkan waktu salat yang lima."
3428,30,19,21,Perintah untuk Memikirkan Ciptaan Allah,"Dia mengeluarkan yang hidup dari yang mati dan mengeluarkan yang mati dari yang hidup, dan menghidupkan bumi setelah mati (kering). Seperti itulah kamu akan dikeluarkan (dari kubur).",,
3429,30,20,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,"Di antara tanda-tanda (kebesaran)-Nya adalah bahwa Dia menciptakan (leluhur) kamu (Nabi Adam) dari tanah, kemudian tiba-tiba kamu (menjadi) manusia yang bertebaran.",,
3430,30,21,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,Di antara tanda-tanda (kebesaran)-Nya ialah bahwa Dia menciptakan pasangan-pasangan untukmu dari (jenis) dirimu sendiri agar kamu merasa tenteram kepadanya. Dia menjadikan di antaramu rasa cinta dan kasih sayang. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kebesaran Allah) bagi kaum yang berpikir.,,
3431,30,22,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,"Di antara tanda-tanda (kebesaran)-Nya ialah penciptaan langit dan bumi, perbedaan bahasa dan warna kulitmu. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kebesaran Allah) bagi orang-orang yang berilmu. ",,
3432,30,23,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,Di antara tanda-tanda (kebesaran dan kekuasaan)-Nya ialah tidurmu pada waktu malam dan siang serta usahamu mencari sebagian dari karunia-Nya. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kebesaran dan kekuasaan Allah) bagi kaum yang mendengarkan.,,
3433,30,24,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,"Di antara tanda-tanda (kebesaran dan kekuasaan)-Nya ialah bahwa Dia memperlihatkan kilat kepadamu untuk (menimbulkan) ketakutan dan harapan. Dia menurunkan air (hujan) dari langit, lalu dengannya Dia menghidupkan bumi setelah mati (kering).  Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda bagi kaum yang mengerti.  ",,
3434,30,25,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,"Di antara tanda-tanda (kebesaran)-Nya adalah bahwa berdirinya langit dan bumi dengan kehendak-Nya. Kemudian, apabila Dia memanggil kamu (pada hari Kiamat) dengan sekali panggil dari bumi, seketika itu kamu keluar (dari kubur).",,
3435,30,26,21,Bukti Keesaan dan Kekuasaan Allah yang Sempurna,Milik-Nyalah siapa yang ada di langit dan di bumi. Semuanya tunduk kepada-Nya.,,
3436,30,27,21,Keniscayaan Hari Kebangkitan,"Dialah yang memulai penciptaan, kemudian mengembalikannya (menghidupkannya) lagi (setelah kehancurannya). (Hal) Itu lebih mudah bagi-Nya. Milik-Nyalah sifat yang tertinggi di langit dan di bumi. Dialah Yang Maha Perkasa lagi Maha Bijaksana.",,
3437,30,28,21,Bukti Keesaan Allah,"Dia membuat perumpamaan bagimu dari dirimu sendiri. Apakah (kamu rela jika) ada di antara hamba sahaya yang kamu miliki menjadi sekutu bagimu dalam (kepemilikan) rezeki yang telah Kami anugerahkan kepadamu, sehingga kamu menjadi setara dengan mereka dalam hal ini? Kamu takut kepada mereka sebagaimana kamu takut kepada sesamamu. Seperti itulah Kami menjelaskan tanda-tanda itu bagi kaum yang mengerti.",585.586,"585) Perumpamaan tersebut menggambarkan bahwa tidak pantas ada persekutuan dari unsur-unsur yang tidak setara, misalnya antara hamba sahaya dan pemiliknya, apalagi antara makhluk dengan Allah Swt. Hal itu tentu lebih tidak pantas lagi.
586) Kamu merasa takut karena tidak bisa menggunakan apa yang kamu miliki tanpa seizin hamba-hamba sahaya itu."
3438,30,29,21,Bukti Keesaan Allah,"Akan tetapi, orang-orang yang zalim mengikuti hawa nafsunya tanpa (berdasarkan) ilmu. Maka, siapakah yang dapat memberi petunjuk kepada orang yang telah disesatkan Allah? Tidak ada seorang penolong pun bagi mereka.",587,587) Lihat cacatan kaki surah al-Baqarah (2): 26.
3439,30,30,21,Fitrah Manusia untuk Beragama Islam,"Maka, hadapkanlah wajahmu dengan lurus kepada agama (Islam sesuai) fitrah (dari) Allah yang telah menciptakan manusia menurut (fitrah) itu. Tidak ada perubahan pada ciptaan Allah (tersebut). Itulah agama yang lurus, tetapi kebanyakan manusia tidak mengetahui.",588,"588) Maksud fitrah Allah pada ayat ini adalah ciptaan Allah Swt. Manusia diciptakan Allah Swt. dengan naluri beragama, yaitu agama tauhid. Jadi, manusia yang berpaling dari agama tauhid telah menyimpang dari fitrahnya."
3440,30,31,21,Fitrah Manusia untuk Beragama Islam,"(Hadapkanlah wajahmu) dalam keadaan kembali (bertobat) kepada-Nya. Bertakwalah kepada-Nya, laksanakanlah salat, dan janganlah kamu termasuk orang-orang musyrik, ",,
3441,30,32,21,Fitrah Manusia untuk Beragama Islam,(yaitu) orang-orang yang memecah-belah agama mereka sehingga menjadi beberapa golongan. Setiap golongan merasa bangga dengan apa yang ada pada mereka.,589,589) Maksud memecah belah agama mereka adalah meninggalkan agama tauhid dan menganut berbagai kepercayaan menurut keinginan mereka.
3442,30,33,21,Sifat Buruk Manusia,"Apabila manusia ditimpa oleh suatu bahaya, mereka menyeru Tuhannya dengan kembali (bertobat) kepada-Nya. Kemudian, apabila Dia memberikan sedikit rahmat-Nya kepada mereka, tiba-tiba sebagian mereka mempersekutukan Tuhannya.",590,590) Yang dimaksud dengan rahmat pada ayat ini adalah lepas dari bahaya.
3443,30,34,21,Sifat Buruk Manusia,"Biarkan mereka (orang-orang musyrik) mengingkari apa yang telah Kami anugerahkan kepada mereka. Bersenang-senanglah, kelak kamu akan mengetahui (akibat buruk perbuatanmu),",,
3444,30,35,21,Sifat Buruk Manusia,atau pernahkah Kami menurunkan kepada mereka hujah yang menjelaskan (membenarkan) apa yang selalu mereka persekutukan dengan-Nya?,,
3445,30,36,21,Sifat Buruk Manusia,"Apabila Kami mencicipkan suatu rahmat kepada manusia, mereka gembira karenanya. (Sebaliknya,) apabila mereka ditimpa suatu musibah (bahaya) karena kesalahan mereka sendiri, seketika itu mereka berputus asa.",,
3446,30,37,21,Sifat Buruk Manusia,Tidakkah mereka memperhatikan bahwa sesungguhnya Allah melapangkan rezeki bagi siapa yang Dia kehendaki dan membatasi(-nya). Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kebesaran Allah) bagi kaum yang beriman.,,
3447,30,38,21,"Anjuran Berinfak, Ketentuan Rezeki, dan Keniscayaan Hari Kebangkitan","Oleh karena itu, beri kerabat dekat haknya, juga orang miskin, dan orang yang dalam perjalanan. Itulah yang lebih baik bagi orang-orang yang mencari keridaan Allah. Mereka itulah orang-orang yang beruntung.",,
